date,app,official,third_party,risky,trust_score,csv_link
08 Feb 2026,whatsapp,3,6,1,55,/download_csv?app=whatsapp&official=3&third_party=6&risky=1&trust_score=55&checked_date=08 Feb 2026
08 Feb 2026,whatsapp,3,6,1,55,/download_csv?app=whatsapp&official=3&third_party=6&risky=1&trust_score=55&checked_date=08 Feb 2026
08 Feb 2026,whatsapp,3,6,1,55,/download_csv?app=whatsapp&official=3&third_party=6&risky=1&trust_score=55&checked_date=08 Feb 2026
08 Feb 2026,whatsapp,3,6,1,55,/download_csv?app=whatsapp&official=3&third_party=6&risky=1&trust_score=55&checked_date=08 Feb 2026
08 Feb 2026,whatsapp,3,6,1,55,/download_csv?app=whatsapp&official=3&third_party=6&risky=1&trust_score=55&checked_date=08 Feb 2026
08 Feb 2026,whatsapp,3,6,1,55,/download_csv?app=whatsapp&official=3&third_party=6&risky=1&trust_score=55&checked_date=08 Feb 2026
08 Feb 2026,whatsapp,3,6,1,55,/download_csv?app=whatsapp&official=3&third_party=6&risky=1&trust_score=55&checked_date=08 Feb 2026
08 Feb 2026,whatsapp,3,6,1,55,/download_csv?app=whatsapp&official=3&third_party=6&risky=1&trust_score=55&checked_date=08 Feb 2026
08 Feb 2026,whatsapp,3,6,1,55,/download_csv?app=whatsapp&official=3&third_party=6&risky=1&trust_score=55&checked_date=08 Feb 2026
08 Feb 2026,whatsapp,0,0,0,100
08 Feb 2026,whatsapp,3,6,1,55
08 Feb 2026,whatsapp,3,6,1,55
08 Feb 2026,whatsapp,3,6,1,55
08 Feb 2026,whatsapp,3,6,1,55
08 Feb 2026,whatsapp,3,6,1,55
08 Feb 2026,whatsapp,3,6,1,55
08 Feb 2026,whatsapp,3,6,1,55
